NFE, Elapsed Time, Approximation Set, Population, Population Size
440, 0.7192126040000001, [[6.125][17.0]], "[[6.125][17.0], [4.736111111111111][19.0], [5.25][19.0], [5.25][19.0], [5.25][19.0], [6.0][19.0], [6.625][19.0], [11.499999999999998][19.0], [5.166666666666666][20.0], [5.222222222222221][20.0], [5.666666666666666][20.0], [5.749999999999999][20.0], [6.125][20.0], [6.125][20.0], [8.416666666666666][20.0], [-0.1166666666666667][21.0], [0.7999999999999999][21.0], [1.0083333333333333][21.0], [3.458333333333333][21.0], [4.0][21.0], [4.125][21.0], [4.375][21.0], [4.583333333333334][21.0], [5.166666666666666][21.0], [5.166666666666666][21.0], [5.25][21.0], [5.375][21.0], [5.833333333333333][21.0], [5.999999999999999][21.0], [7.166666666666666][21.0], [8.833333333333332][21.0], [-0.4095238095238095][22.0], [-0.4095238095238095][22.0], [-0.11904761904761907][22.0], [0.10833333333333334][22.0], [1.0][22.0], [1.875][22.0], [2.75][22.0], [3.5][22.0], [3.5][22.0]]", 40
480, 0.7436550900000001, [[8.625][16.0]], "[[8.625][16.0], [6.125][17.0], [6.125][17.0], [6.166666666666667][17.0], [8.7][17.0], [5.625][18.0], [6.625][18.0], [10.291666666666664][18.0], [10.999999999999998][18.0], [4.736111111111111][19.0], [4.736111111111111][19.0], [5.208333333333334][19.0], [5.25][19.0], [5.25][19.0], [5.25][19.0], [6.0][19.0], [6.625][19.0], [6.666666666666666][19.0], [8.416666666666666][19.0], [11.499999999999998][19.0], [4.375][20.0], [5.166666666666666][20.0], [5.222222222222221][20.0], [5.666666666666666][20.0], [5.666666666666666][20.0], [5.666666666666666][20.0], [5.749999999999999][20.0], [6.125][20.0], [6.125][20.0], [7.75][20.0], [8.416666666666666][20.0], [10.2][20.0], [-0.1166666666666667][21.0], [0.7999999999999999][21.0], [0.7999999999999999][21.0], [0.8416666666666668][21.0], [0.875][21.0], [1.0083333333333333][21.0], [3.458333333333333][21.0], [3.458333333333333][21.0]]", 40
520, 0.766737097, [[9.3][15.0]], "[[9.3][15.0], [6.625][16.0], [6.666666666666667][16.0], [8.625][16.0], [9.4][16.0], [5.222222222222221][17.0], [6.125][17.0], [6.125][17.0], [6.125][17.0], [6.125][17.0], [6.166666666666667][17.0], [7.958333333333334][17.0], [8.7][17.0], [8.7][17.0], [8.7][17.0], [2.4][18.0], [5.625][18.0], [6.0][18.0], [6.625][18.0], [6.986111111111111][18.0], [7.25][18.0], [7.458333333333333][18.0], [10.291666666666664][18.0], [10.999999999999998][18.0], [11.25][18.0], [4.736111111111111][19.0], [4.736111111111111][19.0], [5.166666666666667][19.0], [5.208333333333334][19.0], [5.25][19.0], [5.25][19.0], [5.25][19.0], [5.25][19.0], [5.277777777777777][19.0], [5.833333333333333][19.0], [5.999999999999999][19.0], [6.0][19.0], [6.625][19.0], [6.625][19.0], [6.666666666666666][19.0]]", 40
560, 0.794162114, [[8.8][14.0]], "[[8.8][14.0], [6.1000000000000005][15.0], [7.266666666666667][15.0], [8.466666666666667][15.0], [8.899999999999999][15.0], [9.3][15.0], [10.075][15.0], [6.625][16.0], [6.666666666666667][16.0], [6.666666666666667][16.0], [6.75][16.0], [7.700000000000001][16.0], [7.85][16.0], [8.625][16.0], [9.2][16.0], [9.225][16.0], [9.4][16.0], [9.791666666666666][16.0], [11.433333333333334][16.0], [3.6500000000000004][17.0], [5.222222222222221][17.0], [5.85][17.0], [6.125][17.0], [6.125][17.0], [6.125][17.0], [6.125][17.0], [6.166666666666667][17.0], [6.625][17.0], [7.8999999999999995][17.0], [7.958333333333334][17.0], [8.583333333333332][17.0], [8.7][17.0], [8.7][17.0], [8.7][17.0], [8.7][17.0], [2.4][18.0], [4.166666666666667][18.0], [4.416666666666666][18.0], [4.45][18.0], [5.222222222222221][18.0]]", 40
600, 0.817002907, [[7.0][13.0]], "[[7.0][13.0], [8.250000000000002][14.0], [8.383333333333335][14.0], [8.8][14.0], [8.8][14.0], [13.416666666666666][14.0], [6.1000000000000005][15.0], [7.266666666666667][15.0], [7.550000000000001][15.0], [8.466666666666667][15.0], [8.899999999999999][15.0], [9.3][15.0], [9.625][15.0], [10.075][15.0], [10.5][15.0], [10.999999999999998][15.0], [3.9833333333333343][16.0], [5.966666666666667][16.0], [6.1000000000000005][16.0], [6.25][16.0], [6.625][16.0], [6.666666666666667][16.0], [6.666666666666667][16.0], [6.75][16.0], [7.700000000000001][16.0], [7.700000000000001][16.0], [7.85][16.0], [8.625][16.0], [8.7][16.0], [9.2][16.0], [9.225][16.0], [9.225][16.0], [9.4][16.0], [9.458333333333334][16.0], [9.791666666666666][16.0], [10.350000000000001][16.0], [10.933333333333334][16.0], [11.433333333333334][16.0], [3.6][17.0], [3.6500000000000004][17.0]]", 40
640, 0.8346545310000001, [[7.0][13.0]], "[[7.0][13.0], [15.416666666666664][13.0], [4.75][14.0], [8.083333333333332][14.0], [8.250000000000002][14.0], [8.383333333333335][14.0], [8.8][14.0], [8.8][14.0], [13.416666666666666][14.0], [13.416666666666666][14.0], [13.75][14.0], [6.1000000000000005][15.0], [7.266666666666667][15.0], [7.541666666666666][15.0], [7.550000000000001][15.0], [8.466666666666667][15.0], [8.75][15.0], [8.899999999999999][15.0], [9.05][15.0], [9.3][15.0], [9.625][15.0], [10.0][15.0], [10.075][15.0], [10.5][15.0], [10.999999999999998][15.0], [10.999999999999998][15.0], [13.0][15.0], [3.8999999999999995][16.0], [3.9833333333333343][16.0], [5.791666666666667][16.0], [5.966666666666667][16.0], [6.1000000000000005][16.0], [6.25][16.0], [6.625][16.0], [6.666666666666667][16.0], [6.666666666666667][16.0], [6.75][16.0], [6.75][16.0], [6.85][16.0], [7.3][16.0]]", 40
680, 0.850762189, [[6.633333333333334][13.0]], "[[6.633333333333334][13.0], [7.0][13.0], [7.0][13.0], [7.283333333333332][13.0], [8.5][13.0], [9.325000000000001][13.0], [12.625000000000002][13.0], [13.041666666666666][13.0], [15.416666666666664][13.0], [4.75][14.0], [7.300000000000001][14.0], [8.083333333333332][14.0], [8.250000000000002][14.0], [8.250000000000002][14.0], [8.333333333333332][14.0], [8.383333333333335][14.0], [8.416666666666668][14.0], [8.766666666666666][14.0], [8.8][14.0], [8.8][14.0], [8.8][14.0], [9.25][14.0], [9.3][14.0], [13.166666666666668][14.0], [13.416666666666666][14.0], [13.416666666666666][14.0], [13.416666666666666][14.0], [13.416666666666666][14.0], [13.75][14.0], [14.124999999999998][14.0], [5.874999999999999][15.0], [6.1000000000000005][15.0], [7.266666666666667][15.0], [7.266666666666667][15.0], [7.541666666666666][15.0], [7.550000000000001][15.0], [7.800000000000001][15.0], [8.466666666666667][15.0], [8.533333333333333][15.0], [8.75][15.0]]", 40
720, 0.881822561, [[8.75][11.0]], "[[8.75][11.0], [7.3916666666666675][12.0], [8.25][12.0], [8.624999999999998][12.0], [8.783333333333333][12.0], [11.875][12.0], [17.416666666666664][12.0], [6.633333333333334][13.0], [6.633333333333334][13.0], [7.0][13.0], [7.0][13.0], [7.0][13.0], [7.283333333333332][13.0], [8.458333333333332][13.0], [8.5][13.0], [8.958333333333332][13.0], [9.325000000000001][13.0], [10.016666666666667][13.0], [12.375][13.0], [12.625000000000002][13.0], [12.916666666666666][13.0], [13.041666666666666][13.0], [13.399999999999999][13.0], [15.416666666666664][13.0], [15.75][13.0], [4.75][14.0], [4.75][14.0], [5.138888888888889][14.0], [7.300000000000001][14.0], [7.583333333333334][14.0], [8.083333333333332][14.0], [8.250000000000002][14.0], [8.250000000000002][14.0], [8.333333333333332][14.0], [8.333333333333332][14.0], [8.375][14.0], [8.383333333333335][14.0], [8.416666666666668][14.0], [8.766666666666666][14.0], [8.8][14.0]]", 40
760, 0.9074621270000001, [[8.75][11.0]], "[[8.75][11.0], [11.65][11.0], [7.158333333333332][12.0], [7.3916666666666675][12.0], [8.25][12.0], [8.25][12.0], [8.329166666666666][12.0], [8.624999999999998][12.0], [8.624999999999998][12.0], [8.783333333333333][12.0], [9.183333333333334][12.0], [11.875][12.0], [12.041666666666666][12.0], [12.75][12.0], [13.083333333333332][12.0], [14.597222222222221][12.0], [17.416666666666664][12.0], [17.75][12.0], [6.633333333333334][13.0], [6.633333333333334][13.0], [6.633333333333334][13.0], [6.6499999999999995][13.0], [7.0][13.0], [7.0][13.0], [7.0][13.0], [7.283333333333332][13.0], [7.283333333333332][13.0], [7.333333333333333][13.0], [8.458333333333332][13.0], [8.5][13.0], [8.5][13.0], [8.958333333333332][13.0], [9.325000000000001][13.0], [10.016666666666667][13.0], [10.133333333333335][13.0], [11.680555555555555][13.0], [11.75][13.0], [12.375][13.0], [12.625000000000002][13.0], [12.75][13.0]]", 40
800, 0.9265888010000001, [[8.775][10.0]], "[[8.775][10.0], [9.25][10.0], [18.847222222222218][10.0], [7.566666666666668][11.0], [8.75][11.0], [8.85][11.0], [9.375][11.0], [9.691666666666666][11.0], [10.75][11.0], [10.944444444444446][11.0], [11.625][11.0], [11.65][11.0], [13.75][11.0], [13.847222222222221][11.0], [6.68888888888889][12.0], [6.783333333333332][12.0], [6.966666666666668][12.0], [7.158333333333332][12.0], [7.3916666666666675][12.0], [7.708333333333333][12.0], [8.25][12.0], [8.25][12.0], [8.25][12.0], [8.25][12.0], [8.329166666666666][12.0], [8.624999999999998][12.0], [8.624999999999998][12.0], [8.624999999999998][12.0], [8.783333333333333][12.0], [9.183333333333334][12.0], [9.2][12.0], [11.875][12.0], [12.041666666666666][12.0], [12.75][12.0], [13.083333333333332][12.0], [13.291666666666666][12.0], [14.597222222222221][12.0], [17.416666666666664][12.0], [17.75][12.0], [5.324999999999999][13.0]]", 40
840, 0.946402913, [[7.691666666666667][10.0]], "[[7.691666666666667][10.0], [8.75][10.0], [8.775][10.0], [9.25][10.0], [10.733333333333334][10.0], [12.958333333333332][10.0], [15.847222222222221][10.0], [16.416666666666668][10.0], [18.847222222222218][10.0], [20.666666666666664][10.0], [7.566666666666668][11.0], [7.708333333333333][11.0], [7.7666666666666675][11.0], [8.416666666666666][11.0], [8.75][11.0], [8.85][11.0], [9.375][11.0], [9.541666666666666][11.0], [9.691666666666666][11.0], [9.691666666666666][11.0], [9.8][11.0], [10.75][11.0], [10.944444444444446][11.0], [11.108333333333333][11.0], [11.116666666666669][11.0], [11.625][11.0], [11.65][11.0], [12.0][11.0], [12.33333333333333][11.0], [13.399999999999999][11.0], [13.75][11.0], [13.847222222222221][11.0], [6.68888888888889][12.0], [6.783333333333332][12.0], [6.875][12.0], [6.966666666666668][12.0], [7.158333333333332][12.0], [7.3916666666666675][12.0], [7.708333333333333][12.0], [7.808333333333334][12.0]]", 40
880, 0.974192122, [[12.833333333333334][9.0]], "[[12.833333333333334][9.0], [21.916666666666668][9.0], [5.479166666666666][10.0], [7.691666666666667][10.0], [7.691666666666667][10.0], [8.75][10.0], [8.775][10.0], [9.25][10.0], [10.3][10.0], [10.733333333333334][10.0], [12.5][10.0], [12.958333333333332][10.0], [15.847222222222221][10.0], [15.847222222222221][10.0], [16.416666666666668][10.0], [18.847222222222218][10.0], [20.666666666666664][10.0], [20.666666666666664][10.0], [7.566666666666668][11.0], [7.708333333333333][11.0], [7.7666666666666675][11.0], [7.877777777777776][11.0], [8.416666666666666][11.0], [8.633333333333333][11.0], [8.75][11.0], [8.85][11.0], [9.333333333333334][11.0], [9.375][11.0], [9.375][11.0], [9.541666666666666][11.0], [9.541666666666666][11.0], [9.691666666666666][11.0], [9.691666666666666][11.0], [9.75][11.0], [9.8][11.0], [10.083333333333334][11.0], [10.75][11.0], [10.944444444444446][11.0], [11.108333333333333][11.0], [11.116666666666669][11.0]]", 40
920, 1.007920549, [[5.229166666666666][9.0]], "[[5.229166666666666][9.0], [10.75][9.0], [12.433333333333334][9.0], [12.65][9.0], [12.833333333333334][9.0], [13.666666666666668][9.0], [19.666666666666664][9.0], [21.916666666666668][9.0], [5.479166666666666][10.0], [7.691666666666667][10.0], [7.691666666666667][10.0], [7.691666666666667][10.0], [8.75][10.0], [8.775][10.0], [9.25][10.0], [9.383333333333335][10.0], [10.0][10.0], [10.3][10.0], [10.5][10.0], [10.5][10.0], [10.733333333333334][10.0], [11.216666666666665][10.0], [11.575][10.0], [12.5][10.0], [12.958333333333332][10.0], [15.847222222222221][10.0], [15.847222222222221][10.0], [16.416666666666668][10.0], [18.583333333333336][10.0], [18.847222222222218][10.0], [18.847222222222218][10.0], [20.0][10.0], [20.666666666666664][10.0], [20.666666666666664][10.0], [21.944444444444443][10.0], [7.566666666666668][11.0], [7.708333333333333][11.0], [7.7666666666666675][11.0], [7.7666666666666675][11.0], [7.877777777777776][11.0]]", 40
960, 1.029393327, [[14.666666666666668][8.0]], "[[14.666666666666668][8.0], [5.229166666666666][9.0], [5.229166666666666][9.0], [5.229166666666666][9.0], [6.874999999999998][9.0], [7.541666666666666][9.0], [10.75][9.0], [10.75][9.0], [10.8][9.0], [12.433333333333334][9.0], [12.65][9.0], [12.833333333333334][9.0], [13.666666666666668][9.0], [14.291666666666666][9.0], [14.850000000000001][9.0], [19.666666666666664][9.0], [19.666666666666664][9.0], [20.33333333333333][9.0], [21.916666666666668][9.0], [4.112499999999999][10.0], [5.479166666666666][10.0], [7.520833333333334][10.0], [7.691666666666667][10.0], [7.691666666666667][10.0], [7.691666666666667][10.0], [7.691666666666667][10.0], [8.75][10.0], [8.775][10.0], [9.25][10.0], [9.383333333333335][10.0], [9.383333333333335][10.0], [10.0][10.0], [10.3][10.0], [10.5][10.0], [10.5][10.0], [10.733333333333334][10.0], [11.216666666666665][10.0], [11.575][10.0], [12.0][10.0], [12.5][10.0]]", 40
1000, 1.051069536, [[13.5][8.0]], "[[13.5][8.0], [14.666666666666668][8.0], [16.833333333333332][8.0], [17.333333333333332][8.0], [5.229166666666666][9.0], [5.229166666666666][9.0], [5.229166666666666][9.0], [5.229166666666666][9.0], [5.229166666666666][9.0], [5.862499999999999][9.0], [6.874999999999998][9.0], [7.541666666666666][9.0], [8.025][9.0], [9.145833333333334][9.0], [10.75][9.0], [10.75][9.0], [10.8][9.0], [11.3][9.0], [12.374999999999998][9.0], [12.433333333333334][9.0], [12.433333333333334][9.0], [12.433333333333334][9.0], [12.65][9.0], [12.833333333333334][9.0], [13.666666666666668][9.0], [14.291666666666666][9.0], [14.5][9.0], [14.850000000000001][9.0], [15.75][9.0], [18.249999999999996][9.0], [19.666666666666664][9.0], [19.666666666666664][9.0], [20.33333333333333][9.0], [20.33333333333333][9.0], [21.277777777777775][9.0], [21.916666666666668][9.0], [4.112499999999999][10.0], [5.479166666666666][10.0], [5.783333333333332][10.0], [7.520833333333334][10.0]]", 40
1040, 1.0824964460000002, [[16.666666666666668][7.0]], "[[16.666666666666668][7.0], [5.091666666666667][8.0], [6.729166666666666][8.0], [8.004166666666666][8.0], [13.5][8.0], [14.066666666666666][8.0], [14.083333333333334][8.0], [14.666666666666668][8.0], [15.2][8.0], [15.333333333333334][8.0], [16.499999999999996][8.0], [16.833333333333332][8.0], [17.208333333333332][8.0], [17.333333333333332][8.0], [17.333333333333332][8.0], [17.333333333333332][8.0], [5.229166666666666][9.0], [5.229166666666666][9.0], [5.229166666666666][9.0], [5.229166666666666][9.0], [5.229166666666666][9.0], [5.229166666666666][9.0], [5.229166666666666][9.0], [5.862499999999999][9.0], [6.874999999999998][9.0], [7.249999999999998][9.0], [7.541666666666666][9.0], [8.025][9.0], [9.145833333333334][9.0], [10.472222222222223][9.0], [10.541666666666666][9.0], [10.600000000000001][9.0], [10.75][9.0], [10.75][9.0], [10.75][9.0], [10.8][9.0], [11.3][9.0], [12.241666666666667][9.0], [12.374999999999998][9.0], [12.374999999999998][9.0]]", 40
1080, 1.116944779, [[10.595833333333331][7.0]], "[[10.595833333333331][7.0], [15.83333333333333][7.0], [16.666666666666668][7.0], [18.166666666666668][7.0], [19.333333333333332][7.0], [22.416666666666664][7.0], [5.091666666666667][8.0], [6.729166666666666][8.0], [7.5041666666666655][8.0], [8.004166666666666][8.0], [9.791666666666666][8.0], [12.0][8.0], [13.5][8.0], [13.799999999999999][8.0], [14.066666666666666][8.0], [14.083333333333334][8.0], [14.166666666666666][8.0], [14.25][8.0], [14.666666666666668][8.0], [15.2][8.0], [15.2][8.0], [15.249999999999998][8.0], [15.333333333333334][8.0], [15.583333333333334][8.0], [16.499999999999996][8.0], [16.5][8.0], [16.833333333333332][8.0], [17.208333333333332][8.0], [17.333333333333332][8.0], [17.333333333333332][8.0], [17.333333333333332][8.0], [18.305555555555554][8.0], [20.416666666666664][8.0], [5.229166666666666][9.0], [5.229166666666666][9.0], [5.229166666666666][9.0], [5.229166666666666][9.0], [5.229166666666666][9.0], [5.229166666666666][9.0], [5.229166666666666][9.0]]", 40
1120, 1.141274318, [[22.5][6.0]], "[[22.5][6.0], [6.277777777777778][7.0], [10.595833333333331][7.0], [12.91111111111111][7.0], [13.833333333333332][7.0], [15.83333333333333][7.0], [16.666666666666668][7.0], [18.166666666666668][7.0], [18.166666666666668][7.0], [18.166666666666668][7.0], [18.833333333333332][7.0], [19.333333333333332][7.0], [21.208333333333332][7.0], [22.416666666666664][7.0], [22.416666666666664][7.0], [5.091666666666667][8.0], [6.154166666666667][8.0], [6.729166666666666][8.0], [6.729166666666666][8.0], [6.729166666666666][8.0], [7.125][8.0], [7.5041666666666655][8.0], [7.791666666666666][8.0], [7.975000000000001][8.0], [8.004166666666666][8.0], [8.783333333333333][8.0], [9.791666666666666][8.0], [12.0][8.0], [12.062499999999996][8.0], [13.333333333333332][8.0], [13.5][8.0], [13.544444444444446][8.0], [13.799999999999999][8.0], [14.066666666666666][8.0], [14.083333333333334][8.0], [14.166666666666666][8.0], [14.25][8.0], [14.666666666666668][8.0], [15.083333333333334][8.0], [15.2][8.0]]", 40
